created_on,text
2015-09-01,"Traumatic brain injury (TBI) has been increasingly accepted as a major external risk factor for neurodegenerative morbidity and mortality. Recent evidence indicates that the resultant chronic neurobiological sequelae following head trauma may, at least in part, contribute to a pathologically distinct disease known as Chronic Traumatic Encephalopathy (CTE). The clinical manifestation of CTE is variable, but the symptoms of this progressive disease include impaired memory and cognition, affective disorders (i.e., impulsivity, aggression, depression, suicidality, etc.), and diminished motor control. Notably, mounting evidence suggests that the pathology contributing to CTE may be caused by repetitive exposure to subconcussive hits to the head, even in those with no history of a clinically evident head injury. Given the millions of athletes and military personnel with potential exposure to repetitive subconcussive insults and TBI, CTE represents an important public health issue. However, the incidence rates and pathological mechanisms are still largely unknown, primarily due to the fact that there is no in vivo diagnostic tool. The primary objective of this manuscript is to address this limitation and discuss potential neuroimaging modalities that may be capable of diagnosing CTE in vivo through the detection of tau and other known pathological features. Additionally, we will discuss the challenges of TBI research, outline the known pathology of CTE (with an emphasis on Tau), review current neuroimaging modalities to assess the potential routes for in vivo diagnosis, and discuss the future directions of CTE research.  "
2016-03-01,"A subset of traumatic brain injury (TBI) patients exhibit cognitive deficits later in life which may be due to the underlying pathology associated with Alzheimer's disease (AD) or chronic traumatic encephalopathy. The similarities between chronic traumatic encephalopathy and AD merit investigation of potentially similar mechanisms underlying the two diseases. Experimental and clinical studies of AD brains have revealed that insulin resistance links metabolic dysfunction to the neurodegeneration and cognitive deficits associated with AD. Recent work in experimental TBI has established that recovery is dependent on the return of normal brain metabolism and mounting evidence for a role of brain insulin in regulating central metabolism suggests that TBI, like AD, results in central insulin resistance. Here, we review the converging evidence from AD, TBI and diabetes research linking insulin insensitivity to neurodegeneration. "
2015-09-01,"Chronic traumatic encephalopathy (CTE) has been described in the literature as a neurodegenerative disease with: (i) localized neuronal and glial accumulations of phosphorylated tau (p-tau) involving perivascular areas of the cerebral cortex, sulcal depths, and with a preference for neurons within superficial cortical laminae; (ii) multifocal axonal varicosities and axonal loss involving deep cortex and subcortical white matter; (iii) relative absence of beta-amyloid deposits; (iv) TDP-43 immunoreactive inclusions and neurites; and (v) broad and diverse clinical features. Some of the pathological findings reported in the literature may be encountered with age and other neurodegenerative diseases. However, the focality of the p-tau cortical findings in particular, and the regional distribution, are believed to be unique to CTE. The described clinical features in recent cases are very similar to how depression manifests in middle-aged men and with frontotemporal dementia as the disease progresses. It has not been established that the described tau pathology, especially in small amounts, can cause complex changes in behavior such as depression, substance abuse, suicidality, personality changes, or cognitive impairment. Future studies will help determine the extent to which the neuropathology is causally related to the diverse clinical features.  "
2015-08-01,"In the aftermath of multiple high-profile cases of chronic traumatic encephalopathy (CTE) in professional American football players, physicians in clinical practice are likely to face an increasing number of retired football players seeking evaluation for chronic neurobehavioral symptoms. Guidelines for the evaluation and treatment of these patients are sparse. Clinical criteria for a diagnosis of CTE are under development. The contribution of CTE vs other neuropathologies to neurobehavioral symptoms in these players remains unclear. Here we describe the experience of our academic memory clinic in evaluating and treating a series of 14 self-referred symptomatic players. Our aim is to raise awareness in the neurology community regarding the different clinical phenotypes, idiosyncratic but potentially treatable symptoms, and the spectrum of underlying neuropathologies in these players. "
2015-08-01,
2015-08-01,"Concussion is a complex brain injury that results in more than 100,000 emergency department visits for school-aged children each year in the United States. All 50 US states have passed concussion legislation designed to promote safety in youth sports. Most of these laws require medical clearance by a licensed health care provider before returning to sport, which may have contributed to an increase in pediatric subspecialty referrals, particularly referrals to the child neurologist. We reviewed the literature on pediatric concussion. This review summarizes the current knowledge and recommendations for concussion diagnosis and management in children and adolescents, athletes and nonathletes. It highlights concussion epidemiology, pathophysiology, advances in neuroimaging, and potential health risks including second impact syndrome and chronic traumatic encephalopathy. It also underscores clinical areas where evidence is lacking. The diagnosis and management of concussion requires specific considerations in children. Further concussion research must be done to minimize injury risk and to optimize medical care for this common problem. "
2015-07-01,"Traumatic brain injury (TBI), characterized by acute neurological dysfunction, is one of the best known environmental risk factors for chronic traumatic encephalopathy and Alzheimer's disease, the defining pathologic features of which include tauopathy made of phosphorylated tau protein (P-tau). However, tauopathy has not been detected in the early stages after TBI, and how TBI leads to tauopathy is unknown. Here we find robust cis P-tau pathology after TBI in humans and mice. After TBI in mice and stress in vitro, neurons acutely produce cis P-tau, which disrupts axonal microtubule networks and mitochondrial transport, spreads to other neurons, and leads to apoptosis. This process, which we term 'cistauosis', appears long before other tauopathy. Treating TBI mice with cis antibody blocks cistauosis, prevents tauopathy development and spread, and restores many TBI-related structural and functional sequelae. Thus, cis P-tau is a major early driver of disease after TBI and leads to tauopathy in chronic traumatic encephalopathy and Alzheimer's disease. The cis antibody may be further developed to detect and treat TBI, and prevent progressive neurodegeneration after injury.  "
2015-07-01,"Chronic traumatic encephalopathy (CTE) is a neurodegenerative disease associated with repetitive mild traumatic brain injury. It is defined pathologically by the abnormal accumulation of tau in a unique pattern that is distinct from other tauopathies, including Alzheimer's disease (AD). Although trauma has been suggested to increase amyloid β peptide (Aβ) levels, the extent of Aβ deposition in CTE has not been thoroughly characterized. We studied a heterogeneous cohort of deceased athletes and military veterans with neuropathologically diagnosed CTE (n = 114, mean age at death = 60) to test the hypothesis that Aβ deposition is altered in CTE and associated with more severe pathology and worse clinical outcomes. We found that Aβ deposition, either as diffuse or neuritic plaques, was present in 52 % of CTE subjects. Moreover, Aβ deposition in CTE occurred at an accelerated rate and with altered dynamics in CTE compared to a normal aging population (OR = 3.8, p < 0.001). We also found a clear pathological and clinical dichotomy between those CTE cases with Aβ plaques and those without. Aβ deposition was significantly associated with the presence of the APOE ε4 allele (p = 0.035), older age at symptom onset (p < 0.001), and older age at death (p < 0.001). In addition, when controlling for age, neuritic plaques were significantly associated with increased CTE tauopathy stage (β = 2.43, p = 0.018), co-morbid Lewy body disease (OR = 5.01, p = 0.009), and dementia (OR = 4.45, p = 0.012). A subset of subjects met the diagnostic criteria for both CTE and AD, and in these subjects both Aβ plaques and total levels of Aβ1-40 were increased at the depths of the cortical sulcus compared to the gyral crests. Overall, these findings suggest that Aβ deposition is altered and accelerated in a cohort of CTE subjects compared to normal aging and that Aβ is associated with both pathological and clinical progression of CTE independent of age. "
2015-05-01,"A 59-year-old man, ex-professional boxer, met clinical criteria for probable Alzheimer's disease. The patient agreed to be included in a clinico-pathological study with donation to the brain bank, and he died at 71. The brain was grossly atrophic, with a prominent atrophy of the entorhinal cortex and hippocampus, and with pallor of the substantia nigra. Immunohistochemistry with anti-τ A4 revealed abundant and diffuse deposits in the neo-cortex, whereas amyloid angiopathy was absent. Coupled anti-τ AT8 immunohistochemistry and Congo red staining showed no neuritic plaques. τ-AT8-positive glial tangles and neurofibrillary tangles involved preferentially the superficial cortical layers, and were irregularly concentrated in the depth of cortical sulci and near vessels. Neurofibrillary degeneration was marked in amygdala, hippocampus, substantia nigra, and locus ceruleus. Enlarged and/or distorted axons were numerous in hippocampus and mid-brain. TDP 43-positive neuronal inclusions were numerous in amygdala and hippocampus. There was no synucleinopathy. These observations are in accordance with the previously reported data on chronic traumatic encephalopathy. The discussion is focused on professional boxing as it becomes evident that repetitive trauma on the brain provokes the deposition of abnormal proteins involved in neurodegeneration.  "
2015-06-01,"Single and repeated sports-related mild traumatic brain injury (mTBI), also referred to as concussion, can result in chronic post-concussive syndrome (PCS), neuropsychological and cognitive deficits, or chronic traumatic encephalopathy (CTE). However PCS is often difficult to diagnose using routine clinical, neuroimaging or laboratory evaluations, while CTE currently only can be definitively diagnosed postmortem. We sought to develop an animal model to simulate human repetitive concussive head injury for systematic study. In this study, mice received single or multiple head impacts by a stereotaxic impact device with a custom-made rubber tip-fitted impactor. Dynamic changes in MRI, neurobiochemical markers (Tau hyperphosphorylation and glia activation in brain tissues) and neurobehavioral functions such as anxiety, depression, motor function and cognitive function at various acute/subacute (1-7 day post-injury) and chronic (14-60 days post-injury) time points were examined. To explore the potential biomarkers of rCHI, serum levels of total Tau (T-Tau) and phosphorylated Tau (P-Tau) were also monitored at various time points. Our results show temporal dynamics of MRI consistent with structural perturbation in the acute phase and neurobiochemical changes (P-Tau and GFAP induction) in the subacute and chronic phase as well as development of chronic neurobehavioral changes, which resemble those observed in mTBI patients.  "
2015-06-01,
2015-06-01,
2015-06-01,"Accumulation of phosphorylated tau (p-tau) is accepted by many as a long-term consequence of repetitive mild neurotrauma based largely on brain findings in boxers (dementia pugilistica) and, more recently, former professional athletes, military service members, and others exposed to repetitive head trauma. The pathogenic construct is also largely accepted and suggests that repetitive head trauma (typically concussions or subconcussive forces) acts on brain parenchyma to produce a deleterious neuroinflammatory cascade, encompassing p-tau templating, transsynaptic neurotoxicity, progressive neurodegenerative disease, and associated clinical features. Some caution before accepting these concepts and assumptions is warranted, however. The association between the history of concussion and findings of p-tau at autopsy is unclear. Concussions and subconcussive head trauma exposure are poorly defined in available cases, and the clinical features reported in chronic traumatic encephalopathy are not at present distinguishable from other disorders. Because control groups are limited, the idea that p-tau drives the disease process via protein templating or some other mechanism is preliminary. Much additional research in chronic traumatic encephalopathy is needed to determine if it has unique neuropathology and clinical features, the extent to which the neuropathologic alterations cause the clinical features, and whether it can be identified accurately in a living person.  "
2015-06-01,"Patients with chronic traumatic encephalopathy (CTE) show loss of central white matter, central gray matter, and cortical gray matter with increasing post-traumatic survival. The majority of experimental studies using animals have, however, discussed only the ultrastructural pathophysiology of injured central white matter leading to secondary axotomy and the formation of axonal terminal bulbs. Using the stretch-injured optic nerve model in adult guinea pigs, the present study provides novel quantitative data concerning Wallerian degeneration of disconnected axonal fragments following secondary axotomy out to 12 weeks after injury to an optic nerve. The time course of Wallerian degeneration at the level of an individual nerve fiber is comparable to that reported in earlier studies over 48 h to two weeks after secondary axotomy. But only a relatively small proportion of nerve fibers within the optic tract degenerate via Wallerian degeneration during the first two weeks. Rather, examples of each of the three stages of Wallerian degeneration-acute axonal degeneration, latency of the distal axonal segment, and granular fragmentation-occur within the optic tract across the entire experimental survival of 12 weeks used in the present study. This data suggests that some nerve fibers initiate Wallerian degeneration days and weeks after the initial time of mechanical injury to an optic nerve. The number of intact nerve fibers continues to fall over at least three months after injury in the stretch-injury model of traumatic axonal injury. It is suggested that these novel findings relate to the mechanism(s) whereby central white matter volume decreases over months and years in CTE patients.  "
2015-06-01,"Chronic traumatic encephalopathy (CTE) has been in the medical literature since the 1920s. It is characterized clinically by diverse neuropsychiatric symptoms, and pathologically by variable degrees of phosphorylated tau accumulation in the brain. The evolving paradigm for the pathogenesis of CTE suggests that concussion or subconcussion from athletic participation initiates a cascade of pathologic events, encompassing neuroinflammation and protein templating with trans-synaptic neurotoxicity. The end result is neurologic and neurobehavioral deterioration, often with self-harm. Although these concepts warrant further investigation, the available evidence permits no conclusions as regards the pathogenesis of the reported findings. Investigations into the role of premorbid or co-morbid neurodegenerative diseases has been limited to date, and in-depth genetic analyses have not been performed. The role of concussion or subconcussion if any, whether and how the condition progresses over time, the extent of phosphorylated tau in clinically normal athletes, the role of phosphorylated tau as a toxic species versus an inert disease response, and whether protein templating has any in vivo relevance remain to be elucidated.  "
2015-06-01,"Neurodegeneration in bipolar disorder (BPD) is poorly understood. Therefore, the current study was designed to assess the immunohistochemical changes in neurodegenerative markers in patients with BPD. Eleven consecutive autopsy cases diagnosed with BPD were analyzed. Sections were obtained from archival paraffin blocks of representative areas and stained using conventional methods, as well as immunostained with several antibodies to screen for neurodegenerative diseases. Age- and non-argyrophilic grains (AGs) degeneration matched controls were selected for each case. Clinical information was retrospectively collected from medical charts. All patients were men, and the average age of death was 70 years. Neuropathological diagnoses included dementia with grains (2), argyrophilic grain disease (2), corticobasal degeneration (CBD, 1), Lewy body disease (1), hypoxic encephalopathy (1) and cerebral infarction (1). All cases showed AGs to various degrees. Three patients died in their 50s; one demonstrated dementia with Lewy bodies, while the other two showed abundant AGs in the thalamus and amygdala. Of the three patients who died in their 60s, one showed AGs preferentially in the thalamus and amygdala, while the others demonstrated limbic predominance. The patients who died in/after their 70s demonstrated AGs similar to controls, except for the patient with CBD. Our data provides potentiality that neurodegenerative diseases may be an underlying pathology in certain cases of BPD.  "
2015-06-01,"The recent interest in concussion in sport has resulted in significant media focus about chronic traumatic encephalopathy (CTE), although a direct causative link(s) between concussion and CTE is not established. Typically, sport-related CTE occurs in a retired athlete with or without a history of concussion(s) who presents with a constellation of cognitive, mood, and/or behavioral symptoms and who has postmortem findings of tau deposition within the brain. There are many confounding variables, however, that can account for brain tau deposition, including genetic mutations, drugs, normal aging, environmental factors, postmortem brain processing, and toxins. To understand the roles of such factors in neurodegenerative diseases that may occur in athletes, this article reviews some neurodegenerative diseases that may present with similar findings in nonathletes. The article also reviews pathological changes identified with normal aging, and reviews the pathological findings of CTE in light of all these factors. While many of these athletes have a history of exposure to head impacts as a part of contact sport, there is insufficient evidence to establish causation between sports concussion and CTE. It is likely that many of the cases with neuropathological findings represent the normal aging process, the effects of opiate abuse, or a variant of frontotemporal lobar degeneration. Whether particular genetic causes may place athletes at greater risk of neurodegenerative disease is yet to be determined.  "
2015-05-01,"Over the past decade, athletic-related chronic traumatic encephalopathy (CTE) has garnered a great deal of attention in the popular press and, more recently, in the scientific press. With increasing frequency, sports medicine practitioners and providers are faced with questions from the parents of high school football players about CTE and the risk posed to children who participate in this or other contact or collision sports. The purpose of this review was to summarize the research on CTE in an attempt to provide some evidence-based answers to frequently asked questions in clinics from parents. Addressed are (1) the definitions of CTE and its symptoms, (2) the evidence for CTE in football, (3) abnormal tau protein, (4) the use of neuroimaging in CTE diagnosis, (5) risk for CTE, (6) CTE diagnosis in youth, (7) CTE and its relationship to suicide, and (8) contact and collision sports as a risk factor for permanent brain injury or death.  "
2015-05-01,"Repetitive brain trauma is associated with a progressive neurological deterioration, now termed as chronic traumatic encephalopathy (CTE). Most instances of CTE occur in association with the play of sports, but CTE has also been reported in association with blast injuries and other neurotrauma. Symptoms of CTE include behavioral and mood changes, memory loss, cognitive impairment and dementia. Like many other neurodegenerative diseases, CTE is diagnosed with certainty only by neuropathological examination of brain tissue. CTE is a tauopathy characterized by the deposition of hyperphosphorylated tau (p-tau) protein as neurofibrillary tangles, astrocytic tangles and neurites in striking clusters around small blood vessels of the cortex, typically at the sulcal depths. Severely affected cases show p-tau pathology throughout the brain. Abnormalities in phosphorylated 43 kDa TAR DNA-binding protein are found in most cases of CTE; beta-amyloid is identified in 43%, associated with age. Given the importance of sports participation and physical exercise to physical and psychological health as well as disease resilience, it is critical to identify the genetic risk factors for CTE as well as to understand how other variables, such as stress, age at exposure, gender, substance abuse and other exposures, contribute to the development of CTE. "
2015-05-01,"Chronic traumatic encephalopathy (CTE) is a neurodegenerative disease confirmed at postmortem. Those at highest risk are professional athletes who participate in contact sports and military personnel who are exposed to repetitive blast events. All neuropathologically confirmed CTE cases, to date, have had a history of repetitive head impacts. This suggests that repetitive head impacts may be necessary for the initiation of the pathogenetic cascade that, in some cases, leads to CTE. Importantly, while all CTE appears to result from repetitive brain trauma, not all repetitive brain trauma results in CTE. Magnetic resonance imaging has great potential for understanding better the underlying mechanisms of repetitive brain trauma. In this review, we provide an overview of advanced imaging techniques currently used to investigate brain anomalies. We also provide an overview of neuroimaging findings in those exposed to repetitive head impacts in the acute/subacute and chronic phase of injury and in more neurodegenerative phases of injury, as well as in military personnel exposed to repetitive head impacts. Finally, we discuss future directions for research that will likely lead to a better understanding of the underlying mechanisms separating those who recover from repetitive brain trauma vs. those who go on to develop CTE.  "
2015-05-01,"Chronic traumatic encephalopathy (CTE) is a neurodegenerative disease characterized by a distinct pattern of hyperphosphorylated tau (p-tau). Thought to be caused by repetitive concussive and subconcussive injuries, CTE is considered largely preventable. The majority of neuropathologically confirmed cases have occurred in professional contact sport athletes (eg, boxing, football). A recent post-mortem case series has magnified concerns for the public's health following its identification in six high school level athletes. CTE is diagnosed with certainty only following a post-mortem autopsy. Efforts to define the etiology and clinical progression during life are ongoing. The goal of this article is to characterize the clinical concepts associated with short- and long-term effects of repetitive traumatic brain injury, with a special emphasis on new clinical diagnostic criteria for CTE. Utilizing these new diagnostic criteria, two cases of neuropathologically confirmed CTE, one in a professional football player and one in a professional boxer, are reported. Differences in cerebellar pathology in CTE confirmed cases in boxing and football are discussed.  "
2015-05-01,
2015-05-01,"Chronic traumatic encephalopathy (CTE) is a progressive neurodegenerative disorder attributed to repetitive mild traumatic brain injury. The diagnosis in a living individual can be challenging and can be made definitively only at autopsy. The symptoms are often nonspecific and overlap with neurodegenerative disorders such as Alzheimer's disease (AD) and frontotemporal dementia (FTD). Higher exposure to repetitive head trauma increases the risk of CTE. Genetic risk factors such as presence of an apolipoprotein E ε4 allele may be important. Individuals have varying degrees of cognitive, behavioral, and motor decline. Limitations in the manner in which data have been obtained over the years have led to different clinical descriptions of CTE. At present, there are no biomarkers to assist in the diagnosis. Standard neuroimaging may show nonspecific atrophic changes; however, newer imaging modalities such as positron emission tomography (PET) and diffusion tensor imaging (DTI) show promise. Neuropsychological testing may be helpful in determining the pattern of cognitive or behavioral decline.  "
2015-05-01,"Traumatic brain injury (TBI) is a leading cause of death and disability in every developed country in the world and is believed to be a risk factor in the later development of depression, anxiety disorders and neurodegenerative diseases including chronic traumatic encephalopathy (CTE), Alzheimer's Disease (AD), Parkinson's Disease (PD), and amyotrophic lateral sclerosis (ALS). One challenge faced by those who conduct research into TBI is the lack of a verified and validated biomarker that can be used to diagnose TBI or for use as a prognostic variable which can identify those at risk for poor recovery following injury or at risk for neurodegeneration later in life. Neuroimaging continues to hold promise as a TBI biomarker but is limited by a lack of clear relationship between the neuropathology of injury/recovery and the quantitative and image based data that is obtained. Specifically lacking is the data on biochemical and biologic changes that lead to alterations in neuroimaging markers. There are multiple routes towards developing the knowledge required to more definitively link pathology to imaging but the most efficient approach is expanded leveraging of in vivo human blood, serum, and imaging biomarkers with both in vivo and ex vivo animal findings. This review describes the current use and limitations of imaging in TBI including a discussion of currently used animal injury models and the available animal imaging data and extracted markers that hold the greatest promise for helping translate alterations in imaging back to injury pathology. Further, it reviews both the human and animal TBI literature supporting current standards, identifies the remaining voids in the literature, and briefly highlights recent advances in molecular imaging. This article is part of a Special Issue entitled 'Traumatic Brain Injury'.  "
2015-05-01,"Traumatic brain injury (TBI) occurs at higher rates among service members than civilians. Explosions from improvised explosive devices and mines are the leading cause of TBI in the military. As such, TBI is frequently accompanied by other injuries, which makes its diagnosis and treatment difficult. In addition to postconcussion symptoms, those who sustain a TBI commonly report chronic pain and posttraumatic stress symptoms. This combination of symptoms is so typical they have been referred to as the ""polytrauma clinical triad"" among injured service members. We explore whether these symptoms discriminate civilian occurrences of TBI from those of service members, as well as the possibility that repeated blast exposure contributes to the development of chronic traumatic encephalopathy (CTE). This article is part of a Special Issue entitled 'Traumatic Brain Injury'.  "
2015-05-01,"Traumatic brain injury (TBI) is common in boxing and other contact sports. The long term irreversible and progressive aftermath of TBI in boxers depicted as punch drunk syndrome was described almost a century ago and is now widely referred as chronic traumatic encephalopathy (CTE). The short term sequelae of acute brain injury including subdural haematoma and catastrophic brain injury may lead to death, whereas mild TBI, or concussion, causes functional disturbance and axonal injury rather than gross structural brain damage. Following concussion, symptoms such as dizziness, nausea, reduced attention, amnesia and headache tend to develop acutely but usually resolve within a week or two. Severe concussion can also lead to loss of consciousness. Despite the transient nature of the clinical symptoms, functional neuroimaging, electrophysiological, neuropsychological and neurochemical assessments indicate that the disturbance of concussion takes over a month to return to baseline and neuropathological evaluation shows that concussion-induced axonopathy may persist for years. The developing brains in children and adolescents are more susceptible to concussion than adult brain. The mechanism by which acute TBI may lead to the neurodegenerative process of CTE associated with tau hyperphosphorylation and the development of neurofibrillary tangles (NFTs) remains speculative. Focal tau-positive NFTs and neurites in close proximity to focal axonal injury and foci of microhaemorrhage and the predilection of CTE-tau pathology for perivascular and subcortical regions suggest that acute TBI-related axonal injury, loss of microvascular integrity, breach of the blood brain barrier, resulting inflammatory cascade and microglia and astrocyte activation are likely to be the basis of the mechanistic link of TBI and CTE. This article provides an overview of the acute and long-term neurological consequences of TBI in sports. Clinical, neuropathological and the possible pathophysiological mechanisms are discussed. This article is part of a Special Issue entitled 'Traumatic Brain Injury'.  "
2015-05-01,"Traumatic brain injury (TBI) is a leading cause of mortality and morbidity around the world. Concussive and subconcussive forms of closed-head injury due to impact or blast neurotrauma represent the most common types of TBI in civilian and military settings. It is becoming increasingly evident that TBI can lead to persistent, long-term debilitating effects, and in some cases, progressive neurodegeneration and chronic traumatic encephalopathy (CTE). The epidemiological literature suggests that a single moderate-to-severe TBI may be associated with accelerated neurodegeneration and increased risk of Alzheimer's disease, Parkinson's disease, or motor neuron disease. However, the pathologic phenotype of these post-traumatic neurodegenerations is largely unknown and there may be pathobiological differences between post-traumatic disease and the corresponding sporadic disorder. By contrast, the pathology of CTE is increasingly well known and is characterized by a distinctive pattern of progressive brain atrophy and accumulation of hyperphosphorylated tau neurofibrillary and glial tangles, dystrophic neurites, 43 kDa TAR DNA-binding protein (TDP-43) neuronal and glial aggregates, microvasculopathy, myelinated axonopathy, neuroinflammation, and white matter degeneration. Clinically, CTE is associated with behavioral changes, executive dysfunction, memory deficits, and cognitive impairments that begin insidiously and most often progress slowly over decades. Although research on the long-term effects of TBI is advancing quickly, the incidence and prevalence of post-traumatic neurodegeneration and CTE are unknown. Critical knowledge gaps include elucidation of pathogenic mechanisms, identification of genetic risk factors, and clarification of relevant variables-including age at exposure to trauma, history of prior and subsequent head trauma, substance use, gender, stress, and comorbidities-all of which may contribute to risk profiles and the development of post-traumatic neurodegeneration and CTE. This article is part of a Special Issue entitled 'Traumatic Brain Injury'. "
2015-05-01,"Every year an estimated 42 million people worldwide suffer a mild traumatic brain injury (MTBI) or concussion. More severe traumatic brain injury (TBI) is a well-established risk factor for a variety of neurodegenerative diseases including Alzheimer's disease, Parkinson's disease, and amyotrophic lateral sclerosis (ALS). Recently, large epidemiological studies have additionally identified MTBI as a risk factor for dementia. The role of MTBI in risk of PD or ALS is less well established. Repetitive MTBI and repetitive sub-concussive head trauma have been linked to increased risk for a variety of neurodegenerative diseases including chronic traumatic encephalopathy (CTE). CTE is a unique neurodegenerative tauopathy first described in boxers but more recently described in a variety of contact sport athletes, military veterans, and civilians exposed to repetitive MTBI. Studies of repetitive MTBI and CTE have been limited by referral bias, lack of consensus clinical criteria for CTE, challenges of quantifying MTBI exposure, and potential for confounding. The prevalence of CTE is unknown and the amount of MTBI or sub-concussive trauma exposure necessary to produce CTE is unclear. This review will summarize the current literature regarding the epidemiology of MTBI, post-TBI dementia and Parkinson's disease, and CTE while highlighting methodological challenges and critical future directions of research in this field. This article is part of a Special Issue entitled SI:Traumatic Brain Injury.  "
2015-05-01,"Traumatic brain injury (TBI) occurs when an external force traumatically injures the brain. Whereas severe TBI can be diagnosed using a combination of clinical signs and standard neuroimaging techniques, mild TBI (also called concussion) is more difficult to detect. This is where fluid markers of injury to different cell types and subcellular compartments in the central nervous system come into play. These markers are often proteins, peptides or other molecules with selective or high expression in the brain, which can be measured in the cerebrospinal fluid or blood as they leak out or get secreted in response to the injury. Here, we review the literature on fluid markers of neuronal, axonal and astroglial injury to diagnose mild TBI and to predict clinical outcome in patients with head trauma. We also discuss chronic traumatic encephalopathy, a progressive neurodegenerative disease in individuals with a history of multiple mild TBIs in a biomarker context. This article is part of a Special Issue entitled 'Traumatic Brain Injury'.  "
2015-05-01,
2015-04-01,"To study the effects of head injury on disease progression and on neuropathologic outcomes in amyotrophic lateral sclerosis (ALS). Patients with ALS were surveyed to obtain head injury history, and medical records were reviewed. Linear regression was performed to determine if head injury was a predictor for mean monthly decline of Amyotrophic Lateral Sclerosis Functional Rating Scale-revised (ALSFRS-R), while controlling for confounders. Head injury history was obtained from family members of ALS autopsy cases. The frequency of tau proteinopathy, brain TDP-43 inclusions, and pathologic findings of Alzheimer disease (AD) were examined in ALS cases with head injury compared to cases without. Logistic regression was performed with each neuropathologic diagnosis as an outcome measure and head injury as a predictor variable. No difference was seen in rate of decline of the ALSFRS-R between patients with head injury (n = 24) and without (n = 76), with mean monthly decline of -0.9 for both groups (p = 0.18). Of 47 ALS autopsy cases (n = 9 with head injury, n = 38 without), no significant differences were seen in the frequency of tau proteinopathy (11% with head injury; 24% without), TDP-43 in the brain (44% with head injury; 45% without), or AD pathology (33% with head injury; 26% without). Independent logistic regression models showed head injury was not a predictor of tau pathology (p = 0.42) or TDP-43 in the brain (p = 0.99). Head injury was not associated with faster disease progression in ALS and did not result in a specific neuropathologic phenotype. The tau pathology described with chronic traumatic encephalopathy was found in ALS autopsy cases both with and without head injury. "
2015-04-01,"Chronic traumatic encephalopathy (CTE) is an acquired primary tauopathy with a variety of cognitive, behavioral, and motor symptoms linked to cumulative brain damage sustained from single, episodic, or repetitive traumatic brain injury (TBI). No definitive clinical diagnosis for this condition exists. In this work, we used [F-18]FDDNP PET to detect brain patterns of neuropathology distribution in retired professional American football players with suspected CTE (n = 14) and compared results with those of cognitively intact controls (n = 28) and patients with Alzheimer's dementia (AD) (n = 24), a disease that has been cognitively associated with CTE. [F-18]FDDNP PET imaging results in the retired players suggested the presence of neuropathological patterns consistent with models of concussion wherein brainstem white matter tracts undergo early axonal damage and cumulative axonal injuries along subcortical, limbic, and cortical brain circuitries supporting mood, emotions, and behavior. This deposition pattern is distinctively different from the progressive pattern of neuropathology [paired helical filament (PHF)-tau and amyloid-β] in AD, which typically begins in the medial temporal lobe progressing along the cortical default mode network, with no or minimal involvement of subcortical structures. This particular [F-18]FDDNP PET imaging pattern in cases of suspected CTE also is primarily consistent with PHF-tau distribution observed at autopsy in subjects with a history of mild TBI and autopsy-confirmed diagnosis of CTE.  "
2015-04-01,"Baclofen is a centrally acting gamma-aminobutyric acid agonist used for the symptomatic relief of skeletal muscle spasm and spasticity in traumatic spinal cord lesions, multiple sclerosis, cerebral palsy, and stroke. It is also used in the treatment of chronic hiccups and cocaine abuse. Baclofen-induced central nervous system depression is rare at the usual therapeutic doses. However, patients with impaired renal function are at a higher risk of developing baclofen toxicity, even at a lower dose. A 57-year-old woman with end-stage renal disease on hemodialysis was admitted to our emergency department with progressive confusion and a generalized decrease in muscular tone. There was no obvious metabolic or infectious etiology that could have explained her condition. A comprehensive laboratory and imaging workup was negative. A review of her medication showed that she had recently been prescribed baclofen for muscular spasm. She was diagnosed with baclofen toxicity and was treated with emergent hemodialysis, which improved her mental status and her decreased muscle tone. Repeated sessions of hemodialysis administered on her second and third days of admission ultimately produced sustained clinical improvement and a complete return to her baseline mental status. She was subsequently discharged home with instructions to stay off baclofen. Baclofen toxicity is an under-diagnosed condition, especially in patients with renal dysfunction. Physicians should consider baclofen toxicity in patients with suboptimal kidney function on baclofen who present with altered mental status. Emergent hemodialysis and intensive care unit monitoring is recommended. "
2015-04-01,"This commentary discusses traumatic brain injury (TBI) related to falls among elderly individuals, as well as common TBI sequelae and their treatment. It also discusses the current understanding of TBI-related dementia and chronic traumatic encephalopathy.  "
